,href,title,text,rating
0,https://irecommend.ru//content/velikolepnoe-kraftovoe-pivo-kholodnogo-okhmeleniya,"
Великолепное крафтовое пиво холодного охмеления  ","Региональные пивные бренды все больше расширяют свое присутствие на растущем российском рынке, занимая разные сортовые ниши и предлагая новые решения. Сегодня хотел бы поделиться отзывом о легендарном пивном заводе""Томское пиво"", и его коафтовом сорте ""Холодный Хмель"",который раньше был известен только у себя в Томске и близлежайших регионах. Но теперь это пиво можно встретить в крупной сети ""КиБ"". Холодный хмельАлк.4,9%,ЭНС.12%Низовое брожениеКрафтовое пивоРоссия,г.ТомскТомское пиво Состав:Вода, солод светлый ячменный, хмелепродукты (хмель гранулированный). Классическая темная стеклянная бутылка. Цвет золотистый. Аромат хмелевой,фруктовый. Пена образуется средняя,держится также средне и немного лишь остаётся на стенках бокала. Карбонизация средняя. Тело среднеплотное. Вкус очень мягкий, освежающий, насыщенный, но с утонченной слегка пряной горчинкой и цветочно-солодовы и нотами в довольно продолжительном послевкусии.  При приготовлении такого пива хмеля добавляется в два раза больше, чем в обычные сорта, и поэтому в этом пиве в полной мере раскрываются тонкие оттенки ароматного хмеля, и вкус пива становится ярким и запоминающимся. В целом, отличный крафтовый продукт с отличными характеристиками, освежающий ,мягкий, питкий и ароматный! А цена для этого крафта очень привлекательная! Более того с честным объёмом 0,5л.,что на сегодняшний день является редкостью для российских производителей. На мой взгляд, этот отечественный продукт вполне очень достойно может стать импортозамещением и более того, этот продукт лучше многих немецких и даже именитых европейских массовых производителей аналогичного сорта! Спасибо за внимание и всем новых гастрономических открытий! ",5
0,https://irecommend.ru//content/obychnoe-posredstvennoe-zhivoe-yuzhnoepivo,"
Обычное посредственное ""живое"" южноепиво  ","На полках магазинов южного региона(Краснодарского края)крупных сетевых и самых обычных, появился новый локальный пивной игрок""Афипское"" с несколькими сортами. Об одном из них я хотел бы поделиться максимально объективным отзывом. Афипское светлое непастеризованное Алк.4,5%,ЭНС.12% Низовое брожение АСБ групп Россия,Краснодарский край Пгт.Афипский Цвет слегка мутноватый золотистый,странно хотя в характеристиках заявлено как фильтрованное...Аромат очень бледный, где-то отдаленно солодовый.Пены почти нет, точнее ее немного появилось я очень быстро осела.Вкус лёгкий ,освежающий с еле уловимой горчинкой и далее опять же слабое карамельно-солодовое очень невнятное,рызмытое и быстро проходящее послевкусие. В целом обычное ""живое пиво"" с типичным вкусом и типичными скромными и самыми обычными органолептическими характеристиками...Даже не хочется порасуждать и вдаваться в детали,хотя как всегда красиво""на бумаге"", а в целом посредственный продукт...Спасибо за внимание и всем новых гастрономических открытий! ",2
0,https://irecommend.ru//content/legendarnyi-lager-teper-dostupnyi-po-vsei-rossii,"
Легендарный Лагер теперь доступный по всей России  ","Региональные пивные бренды все больше расширяют свое присутствие на растущем российском рынке, занимая разные сортовые ниши и предлагая новые решения. Сегодня хотел бы поделиться отзывом о легендарном пивном бренде ""Крюгер"", который раньше был известен только у себя в Томске и близлежайших регионах. Но теперь это пиво можно встретить в крупной сети ""КиБ"". Крюгер традиционноеАлк.4,9%,ЭНС.12%Россия, г.ТомскТомское пивоЗавод основан в 1876г. прусским пивоваром Карлом Крюгером, который стал маркировать бутылки с пивом своей фамилией. В 1995 году бренд «Крюгер» вернулся на прилавки томских магазинов в результате решения о создании серии сортов, названных в честь основателя предприятия, а теперь весь ассортимент можно приобрести не только по всей России, но также и в Китае. Стеклянная бутылка классической формы и цвета. Цвет соломенный. В аромате хмель. Пена образуется пышная мелкопористая , которая держится очень долго и много остаётся на стенках бокала. Карбонизация средняя. Вкус лёгкий, освежающий с умеренной горчинкой медово-трявяными и завершаюшими солодовыми нотами в довольно продолжительном послевкусии. В этом лагере узнается тот самый вкус благородных немецких хеллей, кстати ведь основателем пивоварни является прусский пивовар Карл Крюгер, в честь которого и названо это пиво, а также по немецким рецептам и технологиям. В целом, это отличный лагер,очень мягкий, питкий со всеми отличными органолептическими характеристиками, а также честным объемом 0,5л(крайняя редкость для массовых российских производителей)!На мой взгляд, этот отечественный продукт вполне очень достойно может стать импортозамещением и более того, этот продукт лучше многих немецких и даже именитых европейских массовых производителей аналогичного сорта!Спасибо за внимание и всем новых гастрономических открытий! ",4
0,https://irecommend.ru//content/pivnoi-napitok-s-interesnym-vkusom-pryamikom-iz-solnechnoi-meksiki,"
Пивной напиток с интересным вкусом. Прямиком из солнечной Мексики.  ","Всем привет! Сегодняшний отзыв будет о популярном пивном напитке Corona Extra. Почему-то очень многим людям оно безумно нравится. Возможно из-за фильма ""Форсаж"" где главный герой пил только Корону. Это своего рода бренд пива. Несколько раз становилась свидетелем как в алкомаркетах спрашивают именно корону. Я ее пила раза 2. Пивной напиток вполне неплохой, но ничего сверхъестественного я в нем не заметила. Единственный плюс - очень легкое. Дизайн тоже очень симпатичный. Не стыдно забрать такое в коллекцию. Но обо всем по порядку. Корону я брала в далеком 2020 году первый раз на пробу в баре. Захотелось чего-то ультра легкого и приятного. Мне посоветовали попробовать именно такой интересный мексиканский вариант. В целом, мне понравилось. Кстати бутылочка у меня сохранилась. Объем её был больше недавно купленной. 35.5. Срок годности у неё до 2021. Возможно следующие партии стали выпускать меньшим объёмом. Недавно захотелось выпить пенное за ужином. В магазине был большой выбор, но я решила попробовать проверенный вариант. И была немного разочарована. В первый раз и вкус мне показался ярче и объем был чуть-чуть больше. Штрих код действительно мексиканский. Это, однако, вызывает доверие. Так, если делать вывод, напиток очень водянистый и очень лёгкий. Отдаёт странным и не характерным для классического пива привкусом. Немного текильно-кукурузное, как по мне. Хотя алкоголь 4.5% он совсем не ощущается. По гастрономическому сочетанию подойдёт ко всему. К копчёным и обычным сырам, снекам, даже просто к обычному ужину. Рекомендую попробовать любителям чего-то необычного. Мексика вас ждёт) ",4
0,https://irecommend.ru//content/ne-zashlo-35,"
Не зашло. ","Пиво на вкус : ""лучше бы не пробовал"" Не верю,что это немцы делали,похоже,что делали ребята из россии.Арендавали наверно гараж в германии и гонят халтуру.Ну,просто ни какое.Не приятное,горечь искусственная,явно не от хмеля.Пена быстро уходит в кружке,что говорит,о том,что пиво не проходило стадию брожения,а значит его газировали.Так всё в россии пиво делают,просто газируют сваренное и всё,за день и в бутылки... ",1
0,https://irecommend.ru//content/prevoskhodnyi-bavarskii-vaitsen,"
Превосходный баварский вайцен  ","Немецкий пивной бренд""Weltenburger Kloster"" очень редко встречается на полках крупных сетевых магазинов, причин тому несколько. Во-первых пивоварня выпускает небольшие партии и сначала идут на покрытие спроса внутреннего рынка ЕС. Во-вторых,даже если попадает на российский рынок, то ценовой сегмент продукта, не многим доступен, а если появляются, то многие фанаты и ценители быстро разбирают. И в-третьих, в 2022г. ""сбитая""логистика и санкции, также накладывают свои отпечатки. Но мне посчастливилось приобрести в очередной раз за несколько лет этот продукт сорта ""Helle Weise""(Hefeweissbier) от этой легендарной пивоварни. Weltenburger Kloster Helle Weise Алк.5,4%,ЭНС.12,5% Верховое брожение Германия, г.Регенсбург Brauerei Bischofshof Пивоварня Вельтенбургского монастыря является старейшим монастырским пивоваренным заводом в мире, где в 1050 году был сварен благородный ячменный сок. Пиво всегда варилось в бенедиктинской традиции. Классическая темная бутылка с логотипом бренда на крышке.Цвет мутноватый золотистый. Аромат банана, фруктовый гвоздики. Пена образуется пышная с плотной шапкой сверху,которая держится очень долго и остаётся на стенках бокала. Вкус мягкий, освежающий с лёгкой горчинкой и бананово- фруктовыми нотами в довольно продолжительном послевкусии. В целом, это отличный вайцен, по-настоящему очень мягкий , питкий и действительно освежающий, а также просто великолепно сбалансированный ! Все органолептические характеристики просто на высочайшем уровне! Любители пшеничных сортов не просто останутся довольны , а даже ,на мой взгляд будут в восторге от по-настоящему отличному продукту. Обязательно стоит попробовать, даже тем , кто любит обычные классические ячменный сорта! Спасибо за внимание и всем новых гастрономических открытий! ",5
0,https://irecommend.ru//content/originalnoe-temnoe-pivo-priyatnyi-vkus-slegka-s-gorchinkoi,"
Оригинальное тёмное пиво. Приятный вкус, слегка с горчинкой ","Здравствуйте. Сегодня я хочу поделиться с вами своими впечатлениями о пиве от Кузницы Знатного Пива STOUT тёмное.  Предыстория покупки. Пиво пью ещё со студенческих времён. Не злоупотребляю, но иногда 1-2 баночки/бутылочки можно себе позволить. Светлое не люблю, любое. Не нравится мне вкус и всё. Пробовала разные - нефильтрованное особо неприятное почему-то. Даже белое пиво пробовало, но как-то ни о чём. От фруктовых меня начинает подташнивать, и о каком удовольствии тогда уж тут речь. А вот тёмное пиво мне нравится. Но тоже далеко не всё. Обычно я нахожу ту марку, что мне нравится больше всего, и пью это пиво до тех пор, пока по какой-то причине, оно не становится всё хуже и хуже, и доходит до того момента, когда пить его уже невозможно. STOUT тёмное никогда не было моей ""постоянной маркой"", я просто решила попробовать его один разок. Сначала вышло так, что в компании его принёс один знакомый. А потом уже я купила баночку и сама.  Упаковка. В общем-то ничего сверхъестественного. Обычная жестяная банка. Но мне очень понравилось оформление.  По-своему оно весьма минималистично, но при этом приковывает взгляд и вызывает интерес. С обратной стороны на банке указано много полезной информации. В том числе состав (об этом чуть позже), историческая справка Первое упоминание пива stout замечено в писаниях 1677 года. Сам термин «stout» в различные периоды мог относиться то к просто крепкому пиву (цвет был не важен, светлые эли также могли называться «стаутом»), то к портерам, пока не отделилось в индивидуальный сорт пива благодаря Артуру Гиннессу. Сегодня stout – это плотный темный эль с густой кремовой пеной. предупреждение о вреде чрезмерного употребления алкоголя дата розлива  Производитель. Пиво STOUT тёмное производит небольшая пивоварня ""Кузница знатного пива"". ""Кузница знатного пива"" - микропивоварня основанная в 2014 году. За качество пива отвечает чешский пивовар Штепан Лашак. Пивоварня выпускает 10 сортов пива и, время от времени, всякие лимитированные сорта. У ""Кузницы"" на данный момент 19 фирменных магазинов в Самаре и 2 в Тольятти. Но с началом розлива продукции в банки они планируют расширить географию продаж.  Состав.  Состав: вода, солод ячменный пивоваренный(светлый, карамельный, специальный), солод пшеничный пивоваренный светлый, хмель, дрожи пивные. Алкоголь 4,7%, плотность 14%, объём 0,5 л. Тёмное, нефильтрованное, непастеризованное.  Вкус и цвет. На официальном сайте пивоварни данное пиво анонсируется следующим образом: Плотный темный эль с густой кремовой пеной. Ненавязчивый аромат прожаренного ячменя и холодного кофе. И хотя содержания алкоголя в нём всего 4,7%, не больше, чем в том пиве, что я пью обычно, мне оно показалось достаточно крепким.   Последствия. Мне трудно судить о последствиях употребления данного пива, так как оба раза я всего лишь выпила по баночке 0,5 литров. Но основываясь на таком небольшом количестве по моим личным ощущениям, качество у пива STOUT тёмное очень неплохое. Никакого ощущения тошноты, сухости во рту ни во время употребления, ни после, ни на утро.  Итог. Отличное тёмное пиво. Конечно, цена в 115 рублей за банку 0,5 литров не маленькая, но если ваша цель насладится напитком, а не взять количеством, то это пиво вам очень даже подойдёт. ",5
0,https://irecommend.ru//content/sukhumskoe-temnoe-pivo-dostoinyi-napitok-mestnogo-proizvodstva,"
Сухумское тёмное пиво - достойный напиток местного производства 🍺 ","Всем привет ! Как я уже писала раньше - моя семью любит летом ездить в Абхазию . Причины просты - эта страна находится в непосредственной близости от края в котором я живу, а во вторых там людей меньше и море чище , чем в соседнем Сочи . Ну и какой же отпуск и отдых без пива?! И вот приезжаю в Абхазию мы всегда пьем только местное пиво - нам оно нравится! А в этом году Мы увидели новинку - пиво которого даже в прошлом году еще не было на прилавках. О нём я сейчас и расскажу поподробнее : Внешний вид :  Стандартная стеклянная зеленая бутылка .  На наклейке весть вся необходимая информация о товаре :  Состав:  Органолептика: Пиво темное и имеет красивый оттенок - внешне , если не ставить рядом бутылку от пива можно подумать, чо налита кола. Вкус приятный , легкий, слегка сладковатый как и присуще бархатному пиву. Аромат тоже слегка сладковатый.  Вывод: В целом мне эта новинка очень даже понравилась ! Пиво пьется легко, не горчит . Напиток хорошо освежает и отлично поднимает настроение) Если будите в Абхазии - обязательно продегустируйте  Надеюсь мой отзыв Вам пригодился! Хорошего дня! ",5
0,https://irecommend.ru//content/neobychnoe-pivo-chto-vybrat-otlichnyi-primer,"
🗿 Необычное пиво - что выбрать? Отличный пример! 🗿 ","Здравствуйте, уважаемые читатели! Я обычно не пишу о пиве, но раз уж с этой новой работой я стал много пить, пусть эта ужасная привычка к саморазрушению принесет немного денег (на пиво). Самая большая беда отзывов на продовольствие - в процессе они съедаются. Если я отфотографировал вам допитую бутылку, ну что ж... Пиво Weiss Berg Пшеничное Лайм ►Упаковка: в нашем случае бутылка. О, мама мия! Ничего примечательного. Разве что эта прекрасная этикетка! Да, именно на слово ""лайм"" я повелся в пивном ларьке. Была задушевная пятница. Пиво Weiss Berg Пшеничное Лайм Говорят, здесь не только лайм, но и лимон, а вариантов этикетки было два. Впрочем, кто знает, что вайсберг имел в виду на самом деле... Ясно одно - бутылка выполнена из затемненного стекла.Как вскрыть бутылку пива? Все просто! Одним движением руки. Пиво Weiss Berg Пшеничное Лайм ►Цена: 103 р►Объем: 0,5 л ►Описание: Изящно сбалансированы свежесть лайма и южный аромат лимона, цитрусовые совершенно по-новому раскрываются в союзе с пивной пшеничной основой.Благодаря особой технологии приготовления пивоварам удалось добиться вкуса, более близкого к игристому фруктовому вину, свежему, ароматному и искрящемуся. ►Ощущения: оставлю хмель. Возьму в руки приятные пузырики. Пиво мягкое и приятно щекочет язык. Однако, им никогда не утолить жажду. Алкоголь здесь нежный, не такой как в пресловутой балтике. При желании градус можно вообще не почувствовать. Пиво Weiss Berg Пшеничное Лайм►Вкус: как моя любимая балтика лайм. Серьезно - если хотите такой пивасик, но не за 103 р, просто возьмите себе балтику нулевку с лаймом. То же самое. Почти... В этом еще и алко есть! Пиво Weiss Berg Пшеничное Лайм Кстати, вкус не химически-синтетический. Вполне благородные ароматизаторы. По вкусу больше газировки, чем пива. Это смущает. Кстати, предпочитаю его с закуской. Пиво Weiss Berg Пшеничное Лайм►Запах: все та же лаймовая газировка. Аромат, впрочем, более пивной, чем вкус. ►ТТХ: 4 % об.14% э.н.с. В целом, ставлю вполне себе хорошую оценку. Дело в том, что пиво мне очень даже понравилось, пусть местами и больше напоминало газировку. Также понравился мягкий, приятный алкоголь, от которого на утро не болит голова. Пиво Weiss Berg Пшеничное Лайм Пожалуй, это хорошее пиво! Его я могу рекомендовать и покупать. Спасибо за внимание! Ставьте ретвиты, делайте лайки, бейте в царь-колокол! Алюминь.  Больше о косметике здесь.  Читайте также: - 🗿 Гречишный шоколад в вашей ленте... Деликатес, стоит ли того? 🗿 - 🗿 Энергетик без газа - новый тренд в мире энергетических напитков. И я им доволен! 🗿 - 🗿Воспаление жадности. Сэндвич McDonald’s / Макдоналдс Гамбургер / Hamburger / МакДоналдс / McDonald’s / MacDonald's 🗿 - 🗿 Вяленная рыбка... У всех свои слабости. 🗿 ",5
0,https://irecommend.ru//content/limonad-net-pivo,"
Лимонад? Нет, пиво!  ","Привет, всем кто читает этот отзыв! Он про пиво, про вкусное и необычное. Полное название: Lübzer Grapefruit 2,0 %, выпускает его ТМ Carlsberg. Такое пиво, продается в Германии практически во всех супермаркетах. Называют его: фруктовое пиво, или как мы и дома говорили, BeerMix. Продается в жестяных банках и стеклянных бутылочках. Можно в розницу, можно упаковками по шесть штук, что гораздо выгоднее. И банки и бутылки принимают во всех магазинах специальные автоматы. Т.е. за тару, вы не платите. Lübzer Grapefruit 2,0 %,На упаковке, и на бутылках/банках можно прочитать информацию о производителе и составе напитка. Если, конечно, знаете немецкий язык) ну, а если не знаете, то всегда к услугам переводчик онлайн. так и живем) Lübzer Grapefruit 2,0 %,  В упаковке шесть бутылочек или баночек, объемом 0,33 мл. Состав пива очень простой: Вода, сахар, сок грейпфрута, сок лимона, сок апельсина, красители, концентрат моркови и смородины, ароматизаторы, стабилизаторы, хмель и солод.  Пиво содержит 2% алкоголя, который практически не ощущается. На вкус, больше напоминает цитрусовый лимонад. Но, нужно помнить, что все таки, это алкогольный напиток. Хотя, есть точно такое же с нулевым содержанием алкоголя.  Я в Германии не в качестве туриста, и впервые за рулем в Европе, поэтому для меня Lübzer Grapefruit, идеальный вариант на вечер. Утром нет никаких симптомов похмелья и запаха. Про калории я сейчас не думаю, находясь в хроническом стрессе теряешь вес не зависимо от того, что пьешь и ешь. Но, напиток калорийный)  Могу советовать всем, кто любит вкусные и необычные слабо алкогольные напитки. Спасибо за внимание. ",5
